Date,Article_ID,Country_Code,Sold_Units
20180228,3576,AT,1
20180302,3576,AT,6
20180303,3576,AT,1
20180304,3576,AT,1
20180305,3576,AT,1
20180309,3576,AT,2
20180314,3576,AT,1
20180315,3576,AT,1
20180319,3576,AT,1
20180327,3576,AT,1
20180331,3576,AT,1
20180406,3576,AT,1
20180413,3576,AT,1
20180506,3576,AT,1
20180622,3576,AT,1
20180627,3576,AT,2
20180702,3576,AT,1
20180708,3576,AT,2
20180713,3576,AT,2
20180719,3576,AT,2
20180722,3576,AT,2
20180724,3576,AT,1
20180725,3576,AT,3
20180726,3576,AT,1
20180727,3576,AT,1
20180730,3576,AT,2
20180801,3576,AT,1
20180802,3576,AT,1
20180806,3576,AT,2
20180807,3576,AT,2
20180808,3576,AT,1
20180812,3576,AT,1
20180817,3576,AT,2
20180819,3576,AT,1
20180820,3576,AT,1
20180821,3576,AT,1
20180822,3576,AT,1
20180826,3576,AT,2
20180827,3576,AT,1
20180828,3576,AT,3
20180829,3576,AT,1
20180830,3576,AT,2
20180831,3576,AT,1
20180901,3576,AT,2
20180902,3576,AT,1
20180904,3576,AT,3
20180905,3576,AT,1
20180908,3576,AT,1
20180909,3576,AT,2
20180910,3576,AT,2
20180912,3576,AT,1
20180913,3576,AT,1
20180917,3576,AT,2
20180918,3576,AT,3
20180919,3576,AT,3
20180921,3576,AT,3
20180922,3576,AT,3
20180923,3576,AT,7
20180924,3576,AT,3
20180925,3576,AT,3
20180927,3576,AT,4
20180928,3576,AT,1
20180929,3576,AT,2
20180930,3576,AT,4
20181002,3576,AT,2
20181004,3576,AT,1
20181006,3576,AT,1
20181008,3576,AT,1
20181010,3576,AT,1
20181015,3576,AT,1
20181016,3576,AT,2
20181021,3576,AT,1
20181028,3576,AT,1
20181102,3576,AT,1
20181107,3576,AT,1
20181109,3576,AT,2
20181111,3576,AT,2
20181122,3576,AT,1
20181123,3576,AT,4
20181127,3576,AT,1
20181128,3576,AT,1
20181129,3576,AT,3
20181203,3576,AT,2
20181204,3576,AT,1
20181205,3576,AT,2
20181206,3576,AT,1
20181207,3576,AT,2
20181208,3576,AT,1
20181209,3576,AT,2
20181210,3576,AT,5
20181211,3576,AT,2
20181212,3576,AT,4
20181213,3576,AT,1
20181214,3576,AT,2
20181215,3576,AT,2
20181216,3576,AT,5
20181217,3576,AT,2
20181218,3576,AT,1
20181222,3576,AT,1
20181223,3576,AT,1
20181225,3576,AT,1
20181226,3576,AT,4
20181227,3576,AT,1
20181228,3576,AT,1
20181229,3576,AT,2
20190102,3576,AT,5
20190103,3576,AT,1
20190106,3576,AT,1
20190107,3576,AT,2
20190109,3576,AT,1
20190112,3576,AT,1
20190113,3576,AT,1
20190115,3576,AT,1
20190117,3576,AT,2
20190124,3576,AT,1
20190125,3576,AT,1
20190127,3576,AT,4
20190128,3576,AT,1
20190129,3576,AT,6
20190201,3576,AT,2
20190202,3576,AT,2
20190205,3576,AT,1
20190206,3576,AT,4
20190207,3576,AT,1
20190211,3576,AT,1
20190212,3576,AT,1
20170102,332,FI,2
20170104,332,FI,2
20170105,332,FI,2
20170107,332,FI,2
20170110,332,FI,1
20170111,332,FI,2
20170114,332,FI,1
20170118,332,FI,1
20170120,332,FI,1
20170121,332,FI,1
20170123,332,FI,1
20170124,332,FI,2
20170125,332,FI,1
20170126,332,FI,1
20170127,332,FI,3
20170128,332,FI,1
20170129,332,FI,5
20170130,332,FI,3
20170131,332,FI,4
20170201,332,FI,4
20170203,332,FI,1
20170205,332,FI,1
20170207,332,FI,2
20170210,332,FI,1
20170211,332,FI,2
20170216,332,FI,1
20170217,332,FI,7
20170218,332,FI,2
20170219,332,FI,4
20170220,332,FI,4
20170222,332,FI,2
20170223,332,FI,3
20170224,332,FI,5
20170225,332,FI,4
20170226,332,FI,6
20170227,332,FI,2
20170228,332,FI,4
20170301,332,FI,3
20170302,332,FI,8
20170303,332,FI,6
20170304,332,FI,6
20170305,332,FI,3
20170306,332,FI,1
20170307,332,FI,4
20170308,332,FI,3
20170309,332,FI,5
20170310,332,FI,4
20170311,332,FI,3
20170312,332,FI,4
20170313,332,FI,4
20170314,332,FI,6
20170315,332,FI,3
20170316,332,FI,5
20170317,332,FI,4
20170318,332,FI,5
20170319,332,FI,4
20170320,332,FI,1
20170321,332,FI,2
20170323,332,FI,2
20170324,332,FI,2
20170325,332,FI,4
20170326,332,FI,1
20170327,332,FI,2
20170328,332,FI,2
20170330,332,FI,1
20170331,332,FI,2
20170401,332,FI,3
20170402,332,FI,1
20170403,332,FI,6
20170404,332,FI,2
20170408,332,FI,1
20170410,332,FI,2
20170411,332,FI,1
20170412,332,FI,2
20170413,332,FI,2
20170414,332,FI,1
20170415,332,FI,1
20170417,332,FI,2
20170418,332,FI,3
20170419,332,FI,1
20170420,332,FI,1
20170421,332,FI,1
20170422,332,FI,1
20170424,332,FI,3
20170425,332,FI,1
20170426,332,FI,1
20170427,332,FI,1
20170428,332,FI,1
20170429,332,FI,2
20170430,332,FI,6
20170501,332,FI,7
20170502,332,FI,7
20170503,332,FI,6
20170504,332,FI,7
20170505,332,FI,3
20170506,332,FI,1
20170507,332,FI,2
20170509,332,FI,2
20170510,332,FI,1
20170511,332,FI,5
20170512,332,FI,4
20170513,332,FI,2
20170514,332,FI,2
20170515,332,FI,2
20170516,332,FI,3
20170518,332,FI,1
20170519,332,FI,4
20170520,332,FI,2
20170522,332,FI,5
20170523,332,FI,5
20170524,332,FI,1
20170525,332,FI,1
20170526,332,FI,2
20170527,332,FI,2
20170528,332,FI,1
20170529,332,FI,1
20170531,332,FI,2
20170601,332,FI,2
20170602,332,FI,1
20170603,332,FI,5
20170607,332,FI,2
20170609,332,FI,1
20170610,332,FI,3
20170611,332,FI,1
20170612,332,FI,4
20170613,332,FI,1
20170614,332,FI,1
20170615,332,FI,1
20170616,332,FI,1
20170620,332,FI,1
20170622,332,FI,1
20170624,332,FI,3
20170626,332,FI,1
20170630,332,FI,2
20170702,332,FI,1
20170705,332,FI,1
20170706,332,FI,1
20170708,332,FI,1
20170711,332,FI,1
20170712,332,FI,1
20170717,332,FI,1
20170718,332,FI,1
20170723,332,FI,1
20170727,332,FI,2
20170731,332,FI,1
20170801,332,FI,1
20170805,332,FI,1
20170809,332,FI,1
20170811,332,FI,1
20170812,332,FI,1
20170820,332,FI,1
20170823,332,FI,2
20170906,332,FI,1
20170923,332,FI,1
20171005,332,FI,1
20171007,332,FI,1
20171008,332,FI,1
20171009,332,FI,1
20171010,332,FI,1
20171016,332,FI,1
20171028,332,FI,2
20171102,332,FI,1
20171106,332,FI,3
20171107,332,FI,2
20171111,332,FI,1
20171112,332,FI,1
20171119,332,FI,1
20171120,332,FI,1
20171124,332,FI,1
20171126,332,FI,1
20171127,332,FI,2
20171128,332,FI,1
20171208,332,FI,1
20171211,332,FI,1
20171220,332,FI,2
20171229,332,FI,2
20180103,332,FI,4
20180104,332,FI,1
20180106,332,FI,2
20180107,332,FI,3
20180112,332,FI,2
20180119,332,FI,1
20180121,332,FI,1
20180123,332,FI,1
20180124,332,FI,2
20180127,332,FI,1
20180128,332,FI,4
20180129,332,FI,2
20180131,332,FI,1
20180204,332,FI,3
20180205,332,FI,3
20180206,332,FI,1
20180210,332,FI,1
20180211,332,FI,1
20180212,332,FI,1
20180214,332,FI,2
20180219,332,FI,1
20180220,332,FI,1
20180221,332,FI,1
20180224,332,FI,2
20180225,332,FI,1
20180301,332,FI,1
20180303,332,FI,2
20180304,332,FI,1
20180305,332,FI,2
20180306,332,FI,1
20180307,332,FI,1
20180312,332,FI,1
20180315,332,FI,1
20180316,332,FI,2
20180317,332,FI,2
20180318,332,FI,1
20180319,332,FI,2
20180321,332,FI,1
20180322,332,FI,1
20180330,332,FI,1
20180401,332,FI,1
20180403,332,FI,1
20180406,332,FI,1
20180408,332,FI,1
20180410,332,FI,2
20180411,332,FI,2
20180412,332,FI,1
20180414,332,FI,2
20180415,332,FI,3
20180416,332,FI,2
20180417,332,FI,1
20180419,332,FI,1
20180425,332,FI,2
20180426,332,FI,1
20180427,332,FI,1
20180429,332,FI,1
20180501,332,FI,1
20180503,332,FI,3
20180504,332,FI,1
20180505,332,FI,2
20180506,332,FI,2
20180507,332,FI,2
20180508,332,FI,3
20180509,332,FI,3
20180510,332,FI,2
20180511,332,FI,3
20180512,332,FI,3
20180513,332,FI,3
20180514,332,FI,4
20180515,332,FI,1
20180516,332,FI,3
20180517,332,FI,3
20180519,332,FI,1
20180520,332,FI,7
20180521,332,FI,4
20180522,332,FI,7
20180523,332,FI,2
20180524,332,FI,2
20180526,332,FI,1
20180527,332,FI,4
20180528,332,FI,2
20180529,332,FI,4
20180530,332,FI,1
20180531,332,FI,1
20180602,332,FI,1
20180604,332,FI,1
20180605,332,FI,1
20180606,332,FI,1
20180607,332,FI,1
20180608,332,FI,1
20180611,332,FI,2
20180612,332,FI,1
20180613,332,FI,2
20180614,332,FI,3
20180615,332,FI,3
20180617,332,FI,4
20180618,332,FI,1
20180619,332,FI,2
20180623,332,FI,1
20180625,332,FI,1
20180626,332,FI,2
20180703,332,FI,1
20180706,332,FI,1
20180707,332,FI,1
20180708,332,FI,1
20180709,332,FI,5
20180710,332,FI,2
20180711,332,FI,1
20180713,332,FI,1
20180715,332,FI,3
20180717,332,FI,3
20180719,332,FI,1
20180720,332,FI,2
20180721,332,FI,1
20180722,332,FI,2
20180723,332,FI,1
20180724,332,FI,1
20180725,332,FI,1
20180726,332,FI,1
20180727,332,FI,1
20180728,332,FI,1
20180730,332,FI,1
20180801,332,FI,1
20180803,332,FI,2
20180804,332,FI,1
20180805,332,FI,1
20180806,332,FI,2
20180809,332,FI,2
20180814,332,FI,1
20180815,332,FI,1
20180818,332,FI,1
20180820,332,FI,1
20180822,332,FI,1
20180826,332,FI,1
20180902,332,FI,1
20180906,332,FI,1
20180918,332,FI,2
20180921,332,FI,2
20180923,332,FI,1
20180930,332,FI,1
20181006,332,FI,1
20181009,332,FI,1
20181013,332,FI,2
20181014,332,FI,1
20181019,332,FI,1
20181020,332,FI,1
20181022,332,FI,2
20181024,332,FI,2
20181025,332,FI,2
20181026,332,FI,2
20181027,332,FI,1
20181030,332,FI,1
20181031,332,FI,1
20181102,332,FI,1
20181103,332,FI,3
20181106,332,FI,1
20181107,332,FI,1
20181108,332,FI,1
20181114,332,FI,1
20181117,332,FI,1
20181121,332,FI,1
20181122,332,FI,1
20181123,332,FI,4
20181202,332,FI,1
20181203,332,FI,1
20181206,332,FI,1
20181208,332,FI,2
20181209,332,FI,1
20181210,332,FI,1
20181211,332,FI,1
20181213,332,FI,1
20181214,332,FI,1
20181216,332,FI,1
20181220,332,FI,1
20181223,332,FI,1
20181229,332,FI,2
20190101,332,FI,1
20190102,332,FI,1
20190108,332,FI,3
20190110,332,FI,6
20190112,332,FI,2
20190113,332,FI,1
20190115,332,FI,1
20190116,332,FI,1
20190120,332,FI,3
20190121,332,FI,5
20190124,332,FI,1
20190127,332,FI,3
20190128,332,FI,5
20190130,332,FI,1
20190131,332,FI,1
20190202,332,FI,2
20190203,332,FI,2
20190204,332,FI,1
20190207,332,FI,1
20190209,332,FI,3
20190210,332,FI,3
20190212,332,FI,2
20190213,332,FI,3
20170701,362,FI,1
20170703,362,FI,1
20170706,362,FI,2
20170709,362,FI,1
20170710,362,FI,1
20170711,362,FI,1
20170712,362,FI,1
20170713,362,FI,3
20170714,362,FI,1
20170715,362,FI,1
20170716,362,FI,1
20170717,362,FI,9
20170718,362,FI,6
20170719,362,FI,3
20170720,362,FI,2
20170721,362,FI,1
20170722,362,FI,1
20170723,362,FI,1
20170724,362,FI,1
20170725,362,FI,1
20170726,362,FI,1
20170727,362,FI,4
20170728,362,FI,3
20170729,362,FI,1
20170730,362,FI,3
20170801,362,FI,1
20170802,362,FI,2
20170803,362,FI,1
20170805,362,FI,1
20170806,362,FI,1
20170810,362,FI,2
20170811,362,FI,1
20170812,362,FI,2
20170813,362,FI,1
20170815,362,FI,1
20170816,362,FI,1
20170819,362,FI,1
20170820,362,FI,1
20170821,362,FI,2
20170822,362,FI,1
20170824,362,FI,1
20170825,362,FI,1
20170828,362,FI,3
20170830,362,FI,1
20170901,362,FI,1
20170902,362,FI,1
20170903,362,FI,1
20170920,362,FI,1
